text,label
washington reuters president donald trump s nominee to lead the u s justice department s civil rights division denounced white hate groups on wednesday and pledged to support the agency s investigation into the murder of a woman by a man believed to harbor nazi sympathies in his confirmation hearing before the senate judiciary committee eric dreiband called white supremacy groups a disgrace and said he was putting people on notice that if they commit racially motivated crimes then the civil rights division is coming for them last month s rally by white nationalists in charlottesville virginia has weighed heavily on the trump administration in recent weeks after trump suggested that both sides were to blame for violence between the protesters and counter demonstrators his comments drew a sharp rebuke from both sides of the aisle in congress more recently trump angered civil rights activists after he pardoned former maricopa county sheriff joe arpaio who was convicted of criminal contempt for defying a 2011 injunction that barred his deputies from racially profiling latinos dreiband told the committee the bigotry and ideology of neo nazism nazism white supremacists and the ku klux klan are a disgrace to this country and should be eradicated from the united states attorney general jeff sessions recently announced the department was launching a civil rights investigation into the death of heather heyer 32 who died after witnesses saw james alex fields jr drive his car into a crowd of counter protesters those who know fields said the 20 year old ohio man harbored white supremacist views he already faces state charges in the incident if confirmed i will do everything i can to support the investigation dreiband told senators on wednesday multiple civil rights groups have strongly opposed dreiband s nomination to head the civil rights division as an assistant attorney general dreiband a partner at the law firm jones day has represented companies in some high profile discrimination cases and has written several articles critical of the equal employment opportunity commission eeoc dreiband previously worked at both the eeoc and the labor department s wage and hour division during the george w bush administration he also served under independent counsel kenneth starr more recently he represented retailer abercrombie and fitch co after it was sued by the eeoc for refusing to let a muslim female job applicant observe her religion by wearing a head scarf the supreme court ruled 8 1 against the company in 2015 dreiband also represented r j reynolds tobacco co in a case last year involving a 49 year old job applicant who sued over age discrimination a divided u s appeals court later sided with the company finding it did not violate the federal age discrimination in employment act by telling recruiters to hire workers just out of college in his testimony wednesday dreiband stressed that he has represented a diverse array of clients including a police shooting victim and another facing the death penalty,real
in dec 21 item corrects spelling of jonathon sherman s first name by anna mehler paperny and matt scuffham toronto reuters tearful family members paid tribute to canadian pharmaceutical billionaires and philanthropists barry and honey sherman before thousands of people on thursday less than a week after news of the couple s mysterious deaths shocked the nation the shermans were found hanging by belts around their necks from a railing beside a pool in the basement of their toronto mansion a friend of the family told reuters canadian prime minister justin trudeau attended the memorial service in toronto as did hundreds of apotex inc employees wearing blue the official color of barry sherman s company the sherman s son jonathon began an emotional eulogy by saying the family was frustrated with the way toronto police have handled the case referencing canadian media reports that said investigators were working on the theory that barry sherman 75 had killed his 70 year old wife and then himself we ve had to navigate through a terrifying maze of non information and unfounded speculation jonathon sherman said i kept expecting my parents to walk through the front door and say everything will be fine we ve taken control of the situation police have confirmed that the shermans died of ligature strangulation and that there were no signs of forced entry to the couple s home homicide detectives are leading the investigation but the deaths have not been declared a homicide police have not detained any suspects and have not said if they are looking for any family friends colleagues and political leaders remembered barry sherman as a brilliant man they described the graduate of the prestigious massachusetts institute of technology as an accomplished executive who worked around the clock to build apotex into one of the world s biggest generic drugmakers several speakers mentioned his penchant for chiding people over grammatical mistakes he pretty well thought he was smarter than anyone else said jack kaye an apotex executive who worked alongside sherman for decades and he wasn t wrong about that honey sherman was described as vivacious and dedicated a philanthropist who worked hard to keep her extended family close she was my best friend and my other half said her sister mary schechtman we completed each other s sentences and never went anywhere without each other,real
washington reuters u s representative steve king on monday stood by controversial remarks on immigration and birth rates in which he said our civilization could not be restored with somebody else s babies drawing condemnation from democrats and fellow republicans the speaker of the republican dominated house of representatives paul ryan and the leading democrat in the chamber nancy pelosi both took exception to king s remarks the iowa congressman on sunday posted a tweet praising geert wilders a nationalist anti islam politician vying to become the netherlands prime minister in a national election on wednesday wilders understands that culture and demographics are our destiny we can t restore our civilization with somebody else s babies king wrote in a post that drew thousands of likes pelosi on monday called on house republican leaders to condemn king s comments saying they must decide whether white supremacy is welcome in the gop ranks a spokeswoman for ryan ashlee strong said the speaker clearly disagrees with king and believes america s long history of inclusiveness is one of its great strengths king an early supporter of donald trump in last year s presidential election defended his tweet in an interview on cnn on monday he pointed to western europe where he said low birth rates were harming civilization culture and values i d like to see an america that is just so homogenous that we look a lot the same he said i think there s far too much focus on race especially in the last eight years i want to see that put behind us pressed on birth rates for different groups of americans king said they contribute differently to our culture and civilization some of king s house colleagues appeared to take his tweet personally what exactly do you mean tweeted republican u s representative carlos curbelo of florida do i qualify as somebody else s baby concernedgopcolleague democratic representative ted lieu who immigrated to the united states at age 3 tweeted a picture of his two sons writing dear representative steve king these are my two babies representative ted lieu former florida governor jeb bush said america is a nation of immigrants and added that king s sentiment doesn t reflect our shared history or values bush was one of trump s republican rivals for the white house the tweet also drew fire from the naacp legal defense and educational fund the head of the civil and human rights law firm sherilyn ifill said king s remarks were an explicit call to return to the shameful period when white supremacy was the norm in american public life ifill said king s remarks were particularly dangerous at a time when violent hate crimes have reached dangerous levels king is from a rural state where nearly 92 percent of the population is white compared with 77 percent for the nation as a whole according to the u s census bureau jeff kaufmann head of the republican party in iowa said in a statement that he disagreed with king also calling the united states a nation of immigrants and saying that such diversity was its strength,real
,real
townsville australia reuters it was early morning last thursday when pauline hanson s rented battler bus started hissing so loudly the election campaign was halted at a petrol station on a stretch of desolate highway near a remote edge of australia unable to get to the rural queensland state voters she is relying on to deliver her anti immigration one nation party its best result in two decades her supporters came to her stranded near the gemstone mine town of marlborough with a population of just a few hundred hanson was approached by truckers and travelers most seeking to get a picture taken with her i was actually stopping to get something to eat and as i was looking across i went oh there s the battler bus i ll have to go say hello to pauline said truck driver shane williams who came over to look at the engine i think immigration is a big thing for everybody i think it s going to be a good thing if pauline gets some say in parliament keep the bastards honest hanson is not a candidate in the queensland state election on nov 25 having last year re entered the federal parliament on a wave of popular support after a near two decade absence but her face is on almost every one nation party billboard and flyer in queensland s coal rich and sugar cane growing heartland turning the vote into a test of whether hanson s resurgence continues or is pushed back to the fringes to australia s most prominent right wing nationalist it s not about joining a global populist push it s that the rest of the world is finally catching up i was espousing a lot of this 20 years ago hanson told reuters in the sunny tropical town of townsville a gateway to the great barrier reef marine park u s president donald trump s election victory a year ago however is resonating across the world she added this is definitely the start people are starting to wake up you see people had no one else really to vote for with its blown turbo hose fixed hanson s bus rolled down the road three hours behind schedule stopping at several towns before arriving at a town hall style event that evening more than 400 kilometers 249 miles away hanson s town halls are a mix of stump speech and off the cuff observations usually involving battler stories she s heard from locals on the campaign trail claims that foreigners are buying up agricultural land and immigrants are not paying taxes complaints about crippling energy prices and government handouts to aboriginals support for a ban on muslim migrants hanson s rhetoric can be blunt and draws almost instant condemnation in the cities where she s often viewed as extreme but in her rural heartland where one town can be in drought while another gets hit by cyclonic floods she is the mainstream she s the only one trying to save our country really said 20 year old jack roach in proserpine a sugar cane town of 3 500 in queensland polls suggest one nation might take around 20 percent of the popular vote in queensland australia s third most populous state and situated in the northeast that would mark its biggest electoral success since the 1990s it s unclear however whether that will translate into more than a handful of seats among the 93 parliamentary seats at stake in the election on the hustings support appears very strong in towns beyond the black stump a colloquial term in australia to describe remote areas as well as coal producing areas and sugar cane fields more vigorous opposition to hanson s policies comes from more tourist dependent coastal areas to her supporters hanson is the plain speaking anti politician who can shake up the liberal national and labor political establishment in australia she speaks like us said 24 year old carpenter brodie tophan who works south of the coastal town of bowen and approached hanson for a selfie people call us racist but we are just telling it like it is australia s modern far right movement was born in 1996 in the city of ipswich an inland river port and former coal mining center in queensland where hanson made an unlikely but successful run for political office while managing a fish and chip shop after using her maiden speech in parliament to warn the country would be swamped by asians she co founded the one nation party it enjoyed early electoral success before imploding over infighting the party power struggle and hanson s 11 week imprisonment for electoral fraud in 2003 eventually quashed halted her momentum and she spent years struggling to regain her once formidable connection to voters labor parliamentarian jennifer howard who is contesting the seat of ipswich said the mainly white area that fostered hanson s rise in the 1990s has given way to a more diverse population that will hinder one nation s success howard said she used to take her children to hanson s shop in the late 1980s my daughter used to say to me why is that lady always so angry hanson s rage against her political foes looks likely to continue until a better advocate of her nationalist policies emerges that is yet to happen with past changes to the party leadership proving unsuccessful and newer right wing parties unable to attract anywhere near hanson s popular support moreover an overtly anti immigration party is swimming against the demographic tide census data shows one in three australians today were born overseas compared to one in five 20 years ago that s evident even at hanson s old fish and chip shop now run by vietnamese immigrant thanh huynh who described her as interesting without disclosing who she would vote for the shop s menu offers most of the same items hanson used to make including dagwood dogs or corn dogs but has some imported ideas including vietnamese spring rolls,real
washington reuters urged by his yale university classmates to resign as treasury secretary following president donald trump s response to a white nationalist protest steven mnuchin said on saturday he would stay in office and that trump in no way shape or form equates neo nazis with peaceful protesters mnuchin along with other members of the cabinet stood beside the president at a tuesday news conference as trump blamed violence in charlottesville virginia last weekend on not just white nationalist rally organizers but also counter protesters and said there were very fine people among both groups a letter dated aug 18 and signed by more than 350 members of the yale class of 1985 argued it was mnuchin s moral obligation to resign immediately because it said trump had declared himself a sympathizer with groups whose values are antithetical to those values we consider fundamental to our sacred honor as americans we know you are better than this and we are counting on you to do the right thing the letter said mnuchin issued a statement on saturday responding to his classmates and what he said were many other comments urging him to speak out i strongly condemn the actions of those filled with hate and with the intent to harm others he said they have no defense from me nor do they have any defense from the president or this administration mnuchin who is jewish added while i find it hard to believe i should have to defend myself on this or the president i feel compelled to let you know that the president in no way shape or form believes that neo nazi and other hate groups who endorse violence are equivalent to groups that demonstrate in peaceful and lawful ways ultimately he said his classmates should be comforted by his remaining in the administration i don t believe the allegations against the president are accurate and i believe that having highly talented men and women in our country surrounding the president in his administration should be reassuring to you and all the american people he said in his statement he also noted the policy priorities he hopes to achieve in office including tax reform economic growth and stopping terrorist financing,real
reuters the 2016 election cycle had been a ratings boon for u s cable news networks and tuesday s stunning u s presidential election victory by republican donald trump was no different time warner inc s cnn led all u s tv networks in primetime coverage with 13 3 million viewers the most watched election night coverage in u s cable news history according to nielsen data 21st century fox s fox news came in second with 12 1 million viewers and comcast corp s msnbc was far behind with just under 6 million among adults aged 25 to 54 the demographic most important to advertisers who buy time on news programs cnn was first as well with 6 7 million viewers fox news was second with 4 6 million and msnbc drew 2 4 million in the demographic all three posted gains from four years ago with many states too close to call the race was not called for trump until around 3 a m 0800 gmt on the east coast fox news led cable news with 9 8 million viewers watching between 2 a m and 3 a m 0700 and 0800 gmt with cnn bringing in 6 5 million and 2 9 million watching on msnbc fox news also led all cable networks with their full coverage from 7 p m to 3 a m 0000 to 0800 with 12 2 million a network high for an election night cnn pulled in 11 2 million for the whole night but topped fox news in the news demographic with 5 6 million to fox news 4 8 million msnbc brought up the rear with 5 2 million and 2 1 million in the demographic nbc led all the broadcast networks with 11 2 million viewers with abc finishing with 9 2 million and cbs pulling in 8 1 million fox averaged around 4 million for its two hour coverage from 8 10 p m across 13 u s tv networks election night coverage was watched by 71 42 million viewers just behind the u s record of 71 47 million that watched in 2008,real
editors note attention to language that may be offensive to some readers in paragraph two by laila kearney reuters a fox affiliated philadelphia morning show host has been suspended after using a word considered offensive on live television to describe the trump administration s kellyanne conway local media reported on thursday good day philadelphia s mike jerrick was discussing conway s use of the term alternative facts on tuesday with co host alex holley and guests when he said the trump aide was good at bullshit the group laughed at the remark before holley apologized to the show s audience jerrick who did not appear on fox 29 s good day on wednesday or thursday has been suspended from the show for an indefinite period philadelphia magazine reported citing the host jerrick and conway could not immediately be reached for comment fox television stations said in a statement that it had addressed the incident but it offered no details this is not in line with fox television stations guidelines the statement said a spokeswoman with the broadcast group declined to say whether jerrick had been suspended jerrick who has also hosted the nationally syndicated fox talk show the morning show with mike and juliet wrote on instagram late on wednesday night off why not always a good fight the post was followed by more than 150 comments some from people who said they would boycott fox until jerrick s return the alternative facts remark drew widespread criticism on social media and has been credited with a spike in sales of george orwell s 1984 novel about a dystopian future where people are forced to simultaneously accept contradictory versions of the truth conway was responding to accusations that the trump administration was fixated on the size of his inauguration crowds saying we feel compelled to go out and clear the air and put alternative facts out there,real
reuters apple inc aapl o ceo tim cook has joined a chorus of business leaders who have voiced their opposition to president donald trump after he blamed white nationalists and anti racism activists equally for violence in virginia over the weekend i disagree with the president and others who believe that there is a moral equivalence between white supremacists and nazis and those who oppose them by standing up for human rights equating the two runs counter to our ideals as americans cook wrote in a note late on wednesday to employees according to technology news website recode cook also said in the letter that apple will donate 1 million a piece to the southern poverty law center and the anti defamation league and will match two for one their donations to the organizations and other human rights groups until sept 30 regardless of your political views we must all stand together on this one point that we are all equal as a company through our actions our products and our voice we will always work to ensure that everyone is treated equally and with respect cook wrote cook s letter came hours after trump disbanded two high profile business advisory councils as several chief executives quit in protest over his remarks blaming weekend violence in charlottesville virginia on anti racism activists as well as white nationalists that left a 32 year old woman dead the events of the past several days have been deeply troubling for me and i ve heard from many people at apple who are saddened outraged or confused cook said what occurred in charlottesville has no place in our country hate is a cancer and left unchecked it destroys everything in its path its scars last generations history has taught us this time and time again both in the united states and countries around the world cook added earlier on wednesday the company was disabling apple pay on several websites that sell attire and items in support of white nationalists and hate groups several tech news websites reported apple joined social media networks twitter inc and linkedin music service spotify ltd and security firm cloudflare inc that were cutting off services to hate groups or removing material that they said spread hate,real
reuters even for a 2016 election campaign marked by rhetorical invective the remarks president elect donald trump and mitt romney made about each other in the run up to the nov 8 vote were especially harsh those exchanges make all the more significant trump s plan to meet romney the unsuccessful 2012 republican presidential candidate on saturday a source familiar with the meeting said they may discuss whether romney should be considered for secretary of state in a trump administration here are some of the things kind and unkind that trump and romney have said about each other governor romney go out and get em you can do it trump endorsing romney in february 2012 donald trump has shown an extraordinary ability to understand how our economy works it means a great deal to me to have the endorsement of mr trump romney accepting the 2012 endorsement dishonesty is donald trump s hallmark romney speaking at a political forum in utah in march he was begging for my endorsement i could ve said mitt drop to your knees and he would ve dropped to his knees trump at a march campaign rally responding to the romney speech and describing how romney had sought his endorsement in 2012 think of donald trump s personal qualities the bullying the greed the showing off the misogyny the absurd third grade theatrics now imagine your children and your grandchildren acting the way he does romney s anti trump speech in march he failed horribly mitt is indeed a choke artist trump in march assessing romney s presidential run here s what i know donald trump is a phony a fraud his promises are as worthless as a degree from trump university romney in march mitt romney had his chance to beat a failed president but he choked like a dog now he calls me racist but i am least racist person there is trump tweet in june i think his comments time and again appeal to the racist tendency that exists in some people and i think that s dangerous romney in a cnn interview in june mitt romney called to congratulate me on the win very nice trump tweet five days after the nov 8 election,real
new york reuters warren buffett bemoaned the negative drumbeat on the u s economy from presidential candidates in his annual berkshire hathaway inc shareholder letter on saturday saying they are misleading americans into believing their children will be worse off than they are it s an election year and candidates can t stop speaking about our country s problems which of course only they can solve buffett wrote italicizing they for emphasis as a result of their dour outlook on the u s economy many americans now believe that their children will not live as prosperously as they themselves do the 85 year old buffett said that view is dead wrong the babies being born in america today are the luckiest crop in history buffett said buffett did not single out any presidential candidates by name the billionaire in december officially threw his backing behind hillary clinton a democrat during presidential elections where no incumbent is running both sides who are running for president always say they are the ones to solve the nation s problems and point out what those problems are said bill smead who invests 2 1 billion at smead capital management in seattle republican presidential candidate donald trump who won new jersey gov chris christie s endorsement on friday has offered a bleak assessment of the u s economy repeatedly saying it is in a bubble that he hopes will pop before he takes office i don t want to inherit all this stuff he has said in his letter buffett said some commentators bemoan our current 2 percent per year growth in real gross domestic product and yes we would all like to see a higher rate but he said america s population is growing about 0 8 percent per year and that 2 percent gdp growth equates to a 1 2 percent per capita growth rate that may not sound impressive buffett said but in a single generation of say 25 years that rate of growth leads to a gain of 34 4 percent in real gdp per capita buffett whose home in omaha nebraska sits on less than an acre said society has advanced significantly since he grew up during and after the great depression all families in my upper middle class neighborhood regularly enjoy a living standard better than that achieved by john d rockefeller sr at the time of my birth he said his unparalleled fortune couldn t buy what we now take for granted whether the field is to name just a few transportation entertainment communication or medical services rockefeller certainly had power and fame he could not however live as well as my neighbors now do all told buffett said it is not a good idea to listen to these presidential candidates negative outlooks for 240 years it s been a terrible mistake to bet against america and now is no time to start he said america s golden goose of commerce and innovation will continue to lay more and larger eggs america s social security promises will be honored and perhaps made more generous and yes america s kids will live far better than their parents did reporting by jennifer ablan and jonathan stempel editing by nick zieminski this article was funded in part by sap it was independently created by the reuters editorial staff sap had no editorial involvement in its creation or production,real
washington reuters president donald trump said there was a pocahontas in the u s congress during a meeting on monday with native american world war two veterans in an apparent derogatory reference to democratic senator elizabeth warren of massachusetts after listening to one veteran speak at length about his experience as a navajo code talker during the war trump heaped praise on the veterans and said he would not give prepared remarks himself you were here long before any of us were here trump said although we have a representative in congress who they say was here a long time ago they call her pocahontas trump repeatedly referred to warren as pocahontas the name of a famous 17th century native american during his presidential campaign in a mocking reference to warren s having said in the past that she had native american ancestry warren one of the senate s most prominent liberal democrats is a noted legal scholar who taught at harvard law school and served as an adviser to former president barack obama before she was elected to the senate in 2012 it is deeply unfortunate that the president of the united states cannot even make it through a ceremony honoring these heroes without having to throw out a racial slur warren said on msnbc white house spokeswoman sarah sanders disputed the characterization of trump s remark as a racial slur i think what most people find offensive is senator warren lying about her heritage to advance her career sanders told reporters jefferson keel president of the national congress of american indians questioned the use of the name pocahontas as a slur once again we call upon the president to refrain from using her name in a way that denigrates her legacy trump s comment immediately trended on social media the word pocahontas appeared 12 times on twitter every second according to social media analytics company zoomph trump s knock at warren came as his administration is embroiled in controversy over the consumer financial protection board which warren helped develop before entering politics the agency set up to protect americans from abusive lending practices after the financial crisis has been under attack by trump since he took office in january on friday trump named his budget director as the interim head of the agency after its outgoing chief named someone else to the job setting up a court battle,real
bridgewater n j reuters president donald trump stepped up his feud with the media on sunday by tweeting a mock video of himself tackling and repeatedly striking a man with a cnn logo super imposed in place of his head followed by a logo saying fraud news network the video appeared to be a modified version of a 2007 appearance by trump at world wrestling entertainment s wrestlemania 23 promotion in which trump takes down wwe chairman vince mcmahon in sunday s video mcmahon s head has been replaced with the cnn logo after trump appears to beat on the cnn effigy a logo fnn fraud news network appears at the bottom of the screen in script similar to that of cnn trump appointed mcmahon s wife linda mcmahon as the head of the small business administration a cabinet level agency she was active in the management of wwe for many years as a presidential candidate and as commander in chief trump has repeatedly made known his disdain for the media calling it the enemy of the american people and frequently referring to mainstream news organizations as failing or fake news he has been particularly scathing of cnn the video takes his criticism to a new level and drew criticism from cnn and on social media it is a sad day when the president of the united states encourages violence against reporters cnn said in a statement instead of preparing for his overseas trip his first meeting with vladimir putin dealing with north korea and working on his health care bill he is instead involved in juvenile behavior far below the dignity of his office cnn said trump leaves later this week for a trip to poland and germany where he will attend a meeting of group of 20 leaders including the russian president white house homeland security and counterterrorism adviser thomas bossert said the tweet was not a threat i think that no one would perceive that as a threat i hope they don t bossert said on the abc program this week but i do think that he s beaten up in a way on cable platforms that he has a right to respond to bossert said the reporters committee for freedom of the press a group that advocates for journalists rights condemned the president s tweet and said it glorified physical violence against members of the press bill kristol the conservative commentator and editor at large of the weekly standard compared trump s actions to behavior that caused the fall of the roman empire the speed with which we re recapitulating the decline and fall of rome is impressive what took rome centuries we re achieving in months kristol wrote in a tweet trump s sunday tweet followed his scathing and highly personal twitter attack on two msnbc anchors last week which drew condemnation from republicans including speaker of the house of representatives paul ryan and democrats alike trump who is spending a long weekend at his property in bedminster new jersey took to twitter on saturday to call the media fake and fraudulent at an event honoring veterans at the kennedy center in washington on saturday evening he told the crowd that the media had tried to stop him from coming to the white house but i m president and they re not he said,real
jackson miss reuters a historic black church in mississippi was burned and spray painted with vote trump and authorities said on wednesday it was arson and being probed as a hate crime committed one week before the u s presidential election greenville fire chief ruben brown sr told a news conference on wednesday afternoon that investigators had determined the fire at hopewell missionary baptist church was intentionally set samples and evidence have been collected from inside the church and are being analyzed to determine the accelerant or ignition source brown said earlier in the day he said no one was injured in the tuesday evening blaze but the church was extensively damaged we re investigating this as a hate crime greenville police chief delando wilson told a news conference early on wednesday we feel that the quote on the church is intimidating it tries to push your beliefs on someone else and this is a predominantly black church and no one has a right to try to influence the way someone votes in this election wilson told the wall street journal that police on wednesday evening were interviewing a person of interest in connection with the fire but the individual had not been charged wilson did not immediately return a call or email black churches in the u s south have long been a base of support for the democratic party during the u s civil rights movement of the 1950s and 1960s southern black churches were often targets for arson and bombings by white supremacists the fbi jackson division is aware of the situation in greenville and we are working with our local state and federal law enforcement partners to determine if any civil rights crimes were committed the agency said in a statement this act is a direct assault of people s right to freely worship greenville mayor errick simmons said in a statement the town of some 33 000 people is about 100 miles 160 kms northwest of jackson the act that happened left our hearts broken pastor carolyn hudson told the news conference noting that the church has a 111 year history the mississippi republican party declined to comment in october the orange county republican party s office in hillsborough north carolina was set on fire and a graffiti message left nearby said leave town or else no arrests have been made in that incident which indiana governor mike pence the republican vice presidential candidate called political terrorism,real
reuters bernie sanders got his sweetest endorsement yet on monday when one of the founders of ben jerry s unveiled an ice cream flavor for the democratic presidential hopeful inviting sanders backers to enjoy a spoonful of political revolution the flavor named bernie s yearning is mint ice cream topped with a solid chocolate disk to reflect sanders campaign theme of economic inequality according to ben cohen co founder of vermont based ben jerry s the chocolate disc represents the huge majority of economic gains that have gone to the top 1 percent since the end of the recession beneath it the rest of us according to the label which suggests eaters smash up the chocolate and mix it with the ice cream nothing is so unstoppable as a flavor whose time has finally come feelthebern berniesyearning cohen said on both twitter yobencohen and his facebook page cohen launched the flavor on his own using ben s best branding and said it is not an endorsement by ben jerry s now a unit of unilever the anglo dutch consumer products maker sanders represents vermont in the u s senate cohen has made just 40 pints of the new ice cream and is giving 25 of them to the sanders campaign he said on social media the rest will be awarded in a drawing among those who register at www berniesyearning com by feb 3 sanders is polling strongly in iowa and new hampshire against rival hillary clinton in the bid for the 2016 democratic nomination the first voting will take place in one week at the iowa caucuses by late monday afternoon berniesyearning was a top trending hashtag on twitter earl fando earlfando tweeted ben jerry s have released an ice cream flavor named bernie s yearning needless to say people are reading the ingredients very carefully christine odunlami christineodun tweeted not only can you feelthebern you can now tastethebern others took advantage of the opportunity to take a jab at the sanders campaign wired up patriot adhdpatriot posted berniesyearning ice cream 1 must wait in long lines to get 2 very limited amount 3 extremely expensive or for short like berniecare reporting by gina cherelus editing by dan burns and andrew hay sap is the sponsor of this coverage which is independently produced by the staff of reuters news agency,real
reuters david betras could see trouble coming the democratic party chairman in youngstown ohio wrote to hillary clinton s advisers in may warning she needed to put a jobs focused message at the heart of her white house campaign or else watch blue collar voters in states like ohio michigan and pennsylvania slip away to republican donald trump clinton never responded to betras and in the final weeks of her campaign she spent much of her time portraying trump as unfit rather than highlighting her economic plans on nov 8 election day betras warning proved prescient she lost ohio and pennsylvania and on wednesday michigan too based on the latest unofficial ballot counts the surprising upset by trump a wealthy businessman who made his promises to renegotiate trade deals and restore jobs a centerpiece of his agenda was fueled in part by support from white working class voters in those vital rust belt states and elsewhere after the disastrous election losses at the state and national level betras and other rust belt democrats who have found success in blue collar districts have some advice for their anxious party the key to recapturing those voters is not a broad change in policy but a new commitment to listen and act on their economic concerns and to show democrats care you can have all the great ideas on earth but if they don t think you are on their side they aren t going to listen to you said u s representative dan kildee of flint michigan one of a small cadre of democrats in congress who have learned how to win in working class districts by emphasizing economic solutions democratic u s representative matt cartwright whose district around scranton pennsylvania was one of the presidential campaign s prime battlegrounds also won re election to a third term with about 54 percent of the vote about 40 000 trump voters crossed over to back him he said in an interview why would they pick me and not also hillary clinton it comes down to credibility he said i know the pain out there when i talk to voters jobs is always my no 1 message and i tell them exactly what i m doing to get more jobs back to the district recalling the 1992 presidential campaign theme of clinton s husband bill clinton cartwright added it s the economy stupid these folks are working harder and harder to try and stay in the same place the party s efforts to regain lost ground with blue collar voters could be a factor in next week s election for democratic leader in the house of representatives tim ryan whose northeast ohio district encompasses blue collar youngstown is challenging veteran leader nancy pelosi of san francisco ryan has emphasized his ability to talk to working class voters and said in announcing his leadership run that people need to know we understand that they elected us to fight for economic opportunity for all kildee who was re elected to a third term with 61 percent of the vote said democrats seeking lessons in the election rubble should not overreact and begin moderating their positions on social issues or shifting their stances to target elements of the party s base of support from decimated industrial towns to inner cities or the rural plains voters share a similar anxiety about an economic system that seems to have left them behind he said everybody is talking about the same thing and it s economic uncertainty it s the fear of not having a job or their kids not getting a job or not having a retirement kildee said if we aren t talking about jobs and the economy first no one is listening when you talk about other issues gold plated toilets by tapping into those economic worries trump captured about two thirds of whites with no college degree exit polls showed that helped him gain the razor thin margin of victory he needed in ohio pennsylvania wisconsin and michigan all picked up by president barack obama in 2012 to win the electoral college despite losing the popular vote in contrast to trump whose rallies were a call to arms against an economic system rigged against everyday americans clinton mentioned but rarely highlighted the many aspects of her economic agenda during the final weeks of the campaign we were so off message that a billionaire with gold plated toilets was the guy who was breaking through and talking to blue collar families said betras party chairman in ohio s heavily democratic mahoning county where trump captured 47 percent of the vote 12 percentage points better than republican mitt romney in 2012 betras said many blue collar workers increasingly felt forgotten by the national party which at times seemed more focused on social and cultural issues than on bread and butter economic concerns the democratic national committee did not respond to questions about the party s efforts to win working class voters betras had urged clinton in his memo to spend more time talking about ways to entice companies to repatriate manufacturing jobs or her plans to create jobs through boosting infrastructure programs both key elements of trump s stump speech both candidates made frequent visits to pennsylvania and ohio but after the party conventions in july clinton only traveled to michigan four times twice in the last week of the campaign and never visited wisconsin trump hit both a half dozen times david murray a registered independent who lives just outside flint michigan said he voted to re elect kildee and backed obama in 2008 and 2012 but cast his presidential ballot for trump this time i didn t feel like clinton really cared about us said murray a personal service industry worker we are still hurting here i feel as if we haven t recovered from the economic free fall clinton seemed like just another four years of what obama has done for my area which is four years of nothing obama appeared to echo the concerns of betras and the two lawmakers in recent comments on the democratic post election hand wringing the key for us when i say us i mean americans but i think particularly for progressives is to say your concerns are real your anxieties are real here s how we fix them obama said trump consistently outperformed romney s 2012 totals in areas with heavy concentrations of working class whites in luzerne county pennsylvania partially in cartwright s district trump won 58 percent of the vote compared to romney s 47 percent in neighboring lackawana county trump won 47 percent of the vote compared to romney s 36 percent sharon taboada a juvenile probation officer in houghton lake michigan with two sons in college said she voted for trump in part because of his economic message clinton talked very little about our economy and i feel she was way out of touch with the working force she said,real
apopka fla reuters with hurricane irma barreling down on central florida apopka resident carmen nova had a decision to make a mexican immigrant living in the country illegally she knew her mobile home was at risk in the storm but the 30 year old mother of three also knew that seeking protection could pose its own hazards in a time of increasing public sentiment against illegal immigration undocumented immigrants like nova are nervous about reporting to authorities even if it is to take refuge from a hurricane there s an internal storm there s an external storm and there s a political storm and they re all targeting this community said sister ann kendrick a roman catholic nun community organizer and immigrant rights advocate they re getting hammered said kendrick who has worked hard in advance of the hurricane to convince undocumented immigrants that it is safer to take shelter than to remain in less than sturdy homes like other counties in florida apopka s orange county issued an evacuation order for people living in mobile homes which are also known as manufactured homes and are a popular housing choice for immigrants fears among immigrants in the area were heightened in recent days after the sheriff in neighboring polk county pledged to check criminal records of people seeking shelter although the statement did not mention immigration status and officials later clarified that undocumented immigrants would not be targeted the warning nevertheless reverberated in migrant communities in apopka a town of about 50 000 people outside orlando kendrick had plenty of work to do in advance of the storm the area s undocumented immigrants historically came to the area to work on farms but in more recent years have shifted to construction landscaping and housekeeping tirso moreno leader of the apopka based farmworker association of florida said the polk county warning had an impact in orange county it scared people said moreno who also spread the word with immigrants that they must take shelter moreno said he was not convinced that all the undocumented workers he spoke with would take his advice saying some were likely to wait out the storm in their mobile homes the big problem is that many of them don t have enough information although it s better than it used to be now that we have more spanish language media moreno said kendrick said she fielded calls throughout the day on friday from undocumented immigrants who wondered if it was safe to report to shelters about 50 people including several undocumented families were waiting in line outside a shelter at apopka high school when it opened at 9 a m on saturday kendrick said they trust the schools and they trust us so if we tell them it s safe they re coming kendrick said nova who cleans houses for a 15 an hour while her husband works as a landscaper for 12 an hour was among those who decided to seek shelter saying she would put her fate in god s hands if they ask for papers i don t have them nova said from her mobile home with boarded up windows as she prepared her family to move to the shelter the authorities will have to do what they have to do i am not going to live in fear,real
